nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,id_kel,tanggal,suspek,suspek_perawatan_rs,suspek_isolasi_di_rumah,suspek_selesai_isolasi,suspek_meninggal,suspek_baru,suspek_perawatan_rs_baru,suspek_isolasi_di_rumah_baru,suspek_selesai_isolasi_baru,suspek_meninggal_baru
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,3175091005,2020-10-22,449,5,16,427,1,-1,0,-5,4,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,3175091005,2020-10-23,453,5,16,431,1,4,0,0,4,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,3175091005,2020-10-24,454,5,16,432,1,1,0,0,1,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,3175091005,2020-10-25,462,7,20,434,1,8,2,4,2,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,3175091005,2020-10-26,466,8,18,439,1,4,1,-2,5,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,3175091005,2020-10-27,468,8,18,441,1,2,0,0,2,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,3175091005,2020-10-28,468,8,15,444,1,0,0,-3,3,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,3175091005,2020-10-29,470,9,15,445,1,2,1,0,1,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,3175091005,2020-10-30,478,5,20,452,1,8,-4,5,7,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,3175091005,2020-10-31,482,6,21,454,1,4,1,1,2,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-01,363,8,43,311,1,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-02,380,5,51,323,1,17,-3,8,12,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-03,390,4,60,325,1,10,-1,9,2,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-04,392,2,63,326,1,2,-2,3,1,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-05,402,4,51,346,1,10,2,-12,20,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-06,407,4,53,349,1,5,0,2,3,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-07,413,3,55,354,1,6,-1,2,5,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-08,428,3,63,361,1,15,0,8,7,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-09,440,3,75,361,1,12,0,12,0,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-10,443,3,74,365,1,3,0,-1,4,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-11,447,5,75,366,1,4,2,1,1,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-12,456,6,70,379,1,9,1,-5,13,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-13,466,6,73,386,1,10,0,3,7,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-14,472,6,66,399,1,6,0,-7,13,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-15,498,4,87,406,1,26,-2,21,7,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-16,506,3,80,422,1,8,-1,-7,16,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-17,506,3,79,423,1,0,0,-1,1,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-18,516,3,88,424,1,10,0,9,1,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-19,533,19,74,439,1,17,16,-14,15,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-20,537,19,65,452,1,4,0,-9,13,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-21,538,19,63,455,1,1,0,-2,3,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-22,538,17,55,465,1,0,-2,-8,10,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-23,538,17,55,465,1,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-24,539,17,47,474,1,1,0,-8,9,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-25,546,17,53,475,1,7,0,6,1,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-26,548,18,27,502,1,2,1,-26,27,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-27,550,19,22,508,1,2,1,-5,6,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-28,552,19,18,514,1,2,0,-4,6,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-29,556,20,18,517,1,4,1,0,3,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-30,569,2,28,538,1,13,-18,10,21,0
DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,3175091004,2020-10-31,570,3,28,538,1,1,1,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-01,729,5,29,692,3,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-02,737,5,35,694,3,8,0,6,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-03,742,7,36,696,3,5,2,1,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-04,749,7,41,698,3,7,0,5,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-05,751,7,37,704,3,2,0,-4,6,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-06,762,7,37,715,3,11,0,0,11,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-07,767,8,30,726,3,5,1,-7,11,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-08,777,9,32,733,3,10,1,2,7,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-09,784,9,39,733,3,7,0,7,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-10,795,11,45,736,3,11,2,6,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-11,799,12,43,741,3,4,1,-2,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-12,800,8,40,749,3,1,-4,-3,8,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-13,808,10,38,757,3,8,2,-2,8,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-14,811,11,30,767,3,3,1,-8,10,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-15,824,9,37,775,3,13,-2,7,8,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-16,833,9,35,786,3,9,0,-2,11,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-17,833,9,33,788,3,0,0,-2,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-18,851,8,44,796,3,18,-1,11,8,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-19,854,8,38,805,3,3,0,-6,9,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-20,865,9,37,816,3,11,1,-1,11,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-21,867,9,31,824,3,2,0,-6,8,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-22,870,5,33,829,3,3,-4,2,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-23,872,5,33,831,3,2,0,0,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-24,874,5,32,834,3,2,0,-1,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-25,877,5,33,836,3,3,0,1,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-26,879,5,28,843,3,2,0,-5,7,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-27,882,5,28,846,3,3,0,0,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-28,883,5,26,849,3,1,0,-2,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-29,889,4,23,859,3,6,-1,-3,10,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-30,903,3,29,868,3,14,-1,6,9,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,3175071001,2020-10-31,912,5,32,872,3,9,2,3,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-01,544,3,23,516,2,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-02,552,3,28,519,2,8,0,5,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-03,558,6,27,523,2,6,3,-1,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-04,568,7,35,524,2,10,1,8,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-05,568,6,36,524,2,0,-1,1,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-06,573,7,38,526,2,5,1,2,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-07,577,3,42,530,2,4,-4,4,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-08,585,3,34,546,2,8,0,-8,16,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-09,589,3,38,546,2,4,0,4,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-10,594,5,34,553,2,5,2,-4,7,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-11,600,6,36,556,2,6,1,2,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-12,603,7,34,560,2,3,1,-2,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-13,605,8,29,566,2,2,1,-5,6,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-14,611,9,25,575,2,6,1,-4,9,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-15,622,7,27,586,2,11,-2,2,11,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-16,622,7,23,590,2,0,0,-4,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-17,623,7,22,592,2,1,0,-1,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-18,629,8,25,594,2,6,1,3,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-19,635,9,18,606,2,6,1,-7,12,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-20,638,10,18,608,2,3,1,0,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-21,640,9,17,612,2,2,-1,-1,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-22,640,7,15,616,2,0,-2,-2,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-23,642,7,17,616,2,2,0,2,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-24,646,4,20,620,2,4,-3,3,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-25,651,3,18,628,2,5,-1,-2,8,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-26,652,3,17,630,2,1,0,-1,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-27,661,5,19,635,2,9,2,2,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-28,664,5,18,639,2,3,0,-1,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-29,675,5,19,649,2,11,0,1,10,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-30,681,3,22,654,2,6,-2,3,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,3175071003,2020-10-31,685,5,23,655,2,4,2,1,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-01,281,5,10,264,2,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-02,286,5,13,266,2,5,0,3,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-03,291,8,15,266,2,5,3,2,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-04,296,8,19,267,2,5,0,4,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-05,297,9,19,267,2,1,1,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-06,300,10,17,271,2,3,1,-2,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-07,301,7,19,273,2,1,-3,2,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-08,303,7,17,277,2,2,0,-2,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-09,305,7,19,277,2,2,0,2,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-10,310,8,19,281,2,5,1,0,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-11,312,8,19,283,2,2,0,0,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-12,317,9,18,288,2,5,1,-1,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-13,323,11,17,293,2,6,2,-1,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-14,325,11,13,299,2,2,0,-4,6,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-15,331,7,16,306,2,6,-4,3,7,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-16,336,5,14,315,2,5,-2,-2,9,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-17,337,5,15,315,2,1,0,1,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-18,340,6,15,317,2,3,1,0,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-19,341,7,14,318,2,1,1,-1,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-20,343,7,12,322,2,2,0,-2,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-21,345,6,14,323,2,2,-1,2,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-22,346,6,11,327,2,1,0,-3,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-23,346,6,11,327,2,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-24,346,3,7,334,2,0,-3,-4,7,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-25,346,3,7,334,2,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-26,346,2,5,337,2,0,-1,-2,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-27,347,2,6,337,2,1,0,1,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-28,348,2,7,337,2,1,0,1,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-29,352,2,6,342,2,4,0,-1,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-30,357,3,9,343,2,5,1,3,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,3175071006,2020-10-31,360,5,9,344,2,3,2,0,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-01,252,3,14,234,1,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-02,260,5,17,237,1,8,2,3,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-03,260,7,15,237,1,0,2,-2,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-04,264,7,17,239,1,4,0,2,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-05,265,8,17,239,1,1,1,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-06,266,8,17,240,1,1,0,0,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-07,271,3,22,245,1,5,-5,5,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-08,278,3,26,248,1,7,0,4,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-09,283,3,31,248,1,5,0,5,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-10,286,3,28,254,1,3,0,-3,6,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-11,289,4,26,258,1,3,1,-2,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-12,291,4,21,265,1,2,0,-5,7,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-13,292,4,19,268,1,1,0,-2,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-14,296,4,17,274,1,4,0,-2,6,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-15,302,3,20,278,1,6,-1,3,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-16,306,2,20,283,1,4,-1,0,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-17,306,2,19,284,1,0,0,-1,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-18,311,2,24,284,1,5,0,5,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-19,312,2,19,290,1,1,0,-5,6,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-20,313,2,15,295,1,1,0,-4,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-21,314,1,15,297,1,1,-1,0,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-22,314,0,15,298,1,0,-1,0,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-23,314,0,15,298,1,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-24,314,0,13,300,1,0,0,-2,2,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-25,314,0,10,303,1,0,0,-3,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-26,316,1,8,306,1,2,1,-2,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-27,317,2,7,307,1,1,1,-1,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-28,317,2,6,308,1,0,0,-1,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-29,323,3,8,311,1,6,1,2,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-30,330,4,9,316,1,7,1,1,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA SARI,3175071005,2020-10-31,332,6,9,316,1,2,2,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-01,868,7,36,824,1,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-02,875,6,36,832,1,7,-1,0,8,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-03,880,10,38,831,1,5,4,2,-1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-04,884,8,43,832,1,4,-2,5,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-05,885,9,43,832,1,1,1,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-06,893,9,29,854,1,8,0,-14,22,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-07,899,4,32,862,1,6,-5,3,8,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-08,911,5,39,866,1,12,1,7,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-09,916,5,43,867,1,5,0,4,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-10,925,5,45,874,1,9,0,2,7,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-11,929,6,45,877,1,4,1,0,3,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-12,932,6,39,886,1,3,0,-6,9,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-13,940,6,41,892,1,8,0,2,6,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-14,944,6,37,900,1,4,0,-4,8,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-15,956,5,46,904,1,12,-1,9,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-16,962,6,45,910,1,6,1,-1,6,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-17,962,6,45,910,1,0,0,0,0,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-18,972,5,52,914,1,10,-1,7,4,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-19,973,6,42,924,1,1,1,-10,10,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-20,979,7,36,935,1,6,1,-6,11,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-21,980,7,32,940,1,1,0,-4,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-22,980,6,28,945,1,0,-1,-4,5,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-23,984,8,29,946,1,4,2,1,1,0
DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,3175071002,2020-10-24,985,7,25,952,1,1,-1,-4,6,0
