nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,id_kel,tanggal,kontak_erat,kontak_erat_isolasi_di_rumah,kontak_erat_selesai_isolasi,kontak_erat_baru,kontak_erat_isolasi_di_rumah_baru,kontak_erat_selesai_isolasi_baru
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-16,115,6,109,2,-2,4
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-17,117,8,109,2,2,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-18,120,10,110,3,2,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-19,120,8,112,0,-2,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-20,122,8,114,2,0,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-21,122,6,116,0,-2,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-22,122,6,116,0,0,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-23,123,7,116,1,1,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-24,126,7,119,3,0,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-25,126,6,120,0,-1,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-26,126,6,120,0,0,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-27,152,31,121,26,25,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-28,152,30,122,0,-1,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-29,152,29,123,0,-1,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-30,154,29,125,2,0,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,3175031003,2020-10-31,154,28,126,0,-1,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-01,318,32,286,0,0,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-02,335,45,290,17,13,4
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-03,339,48,291,4,3,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-04,342,49,293,3,1,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-05,345,52,293,3,3,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-06,350,49,301,5,-3,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-07,365,49,316,15,0,15
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-08,373,54,319,8,5,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-09,376,57,319,3,3,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-10,386,58,328,10,1,9
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-11,386,58,328,0,0,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-12,388,50,338,2,-8,10
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-13,399,53,346,11,3,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-14,421,55,366,22,2,20
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-15,452,49,403,31,-6,37
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-16,466,59,407,14,10,4
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-17,483,70,413,17,11,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-18,486,73,413,3,3,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-19,488,68,420,2,-5,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-20,503,76,427,15,8,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-21,527,76,451,24,0,24
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-22,536,79,457,9,3,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-23,537,79,458,1,0,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-24,550,83,467,13,4,9
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-25,552,82,470,2,-1,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-26,556,77,479,4,-5,9
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-27,567,73,494,11,-4,15
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-28,580,81,499,13,8,5
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-29,584,70,514,4,-11,15
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-30,591,75,516,7,5,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,3175031002,2020-10-31,592,76,516,1,1,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-01,364,50,314,0,0,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-02,374,53,321,10,3,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-03,380,59,321,6,6,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-04,383,60,323,3,1,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-05,383,54,329,0,-6,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-06,386,49,337,3,-5,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-07,407,61,346,21,12,9
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-08,416,62,354,9,1,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-09,418,64,354,2,2,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-10,421,55,366,3,-9,12
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-11,424,57,367,3,2,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-12,427,48,379,3,-9,12
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-13,435,45,390,8,-3,11
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-14,435,38,397,0,-7,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-15,441,33,408,6,-5,11
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-16,451,37,414,10,4,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-17,470,55,415,19,18,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-18,474,59,415,4,4,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-19,475,55,420,1,-4,5
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-20,521,91,430,46,36,10
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-21,523,86,437,2,-5,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-22,529,84,445,6,-2,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-23,535,88,447,6,4,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-24,542,84,458,7,-4,11
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-25,552,93,459,10,9,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-26,553,93,460,1,0,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-27,563,95,468,10,2,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-28,563,91,472,0,-4,4
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-29,576,60,516,13,-31,44
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-30,614,85,529,38,25,13
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR SELATAN,3175031007,2020-10-31,617,87,530,3,2,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-01,496,41,455,0,0,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-02,519,58,461,23,17,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-03,524,62,462,5,4,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-04,525,63,462,1,1,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-05,530,62,468,5,-1,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-06,531,61,470,1,-1,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-07,555,74,481,24,13,11
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-08,567,80,487,12,6,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-09,574,86,488,7,6,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-10,596,103,493,22,17,5
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-11,596,101,495,0,-2,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-12,602,91,511,6,-10,16
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-13,603,71,532,1,-20,21
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-14,606,62,544,3,-9,12
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-15,625,68,557,19,6,13
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-16,646,82,564,21,14,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-17,699,128,571,53,46,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-18,714,137,577,15,9,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-19,717,133,584,3,-4,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-20,827,232,595,110,99,11
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-21,854,232,622,27,0,27
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-22,855,228,627,1,-4,5
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-23,857,230,627,2,2,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-24,863,226,637,6,-4,10
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-25,874,231,643,11,5,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-26,876,223,653,2,-8,10
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-27,888,223,665,12,0,12
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-28,892,202,690,4,-21,25
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-29,896,187,709,4,-15,19
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-30,907,183,724,11,-4,15
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,3175031008,2020-10-31,914,189,725,7,6,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-01,351,45,306,0,0,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-02,359,51,308,8,6,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-03,364,55,309,5,4,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-04,367,58,309,3,3,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-05,368,48,320,1,-10,11
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-06,374,46,328,6,-2,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-07,378,42,336,4,-4,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-08,385,47,338,7,5,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-09,387,48,339,2,1,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-10,393,51,342,6,3,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-11,403,60,343,10,9,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-12,408,53,355,5,-7,12
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-13,415,52,363,7,-1,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-14,431,58,373,16,6,10
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-15,446,65,381,15,7,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-16,452,65,387,6,0,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-17,473,84,389,21,19,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-18,479,88,391,6,4,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-19,480,84,396,1,-4,5
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-20,499,99,400,19,15,4
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-21,499,91,408,0,-8,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-22,502,88,414,3,-3,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-23,504,89,415,2,1,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-24,507,82,425,3,-7,10
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-25,515,88,427,8,6,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-26,520,84,436,5,-4,9
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-27,535,95,440,15,11,4
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-28,536,93,443,1,-2,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-29,538,66,473,2,-27,30
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-30,542,63,480,4,-3,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG CEMPEDAK,3175031005,2020-10-31,544,65,480,2,2,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-01,646,64,582,0,0,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-02,662,56,606,16,-8,24
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-03,671,65,606,9,9,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-04,678,70,608,7,5,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-05,685,69,616,7,-1,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-06,691,69,622,6,0,6
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-07,705,78,627,14,9,5
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-08,729,93,636,24,15,9
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-09,741,102,639,12,9,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-10,755,102,653,14,0,14
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-11,775,112,663,20,10,10
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-12,778,91,687,3,-21,24
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-13,785,80,705,7,-11,18
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-14,813,89,724,28,9,19
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-15,824,87,737,11,-2,13
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-16,835,89,746,11,2,9
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-17,849,101,748,14,12,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-18,850,101,749,1,0,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-19,851,89,762,1,-12,13
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-20,885,94,791,34,5,29
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-21,899,95,804,14,1,13
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-22,927,106,821,28,11,17
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-23,936,114,822,9,8,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-24,950,109,841,14,-5,19
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-25,953,110,843,3,1,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-26,956,101,855,3,-9,12
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-27,965,97,868,9,-4,13
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-28,967,85,882,2,-12,14
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-29,974,81,894,7,-4,12
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-30,981,78,904,7,-3,10
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,3175031006,2020-10-31,985,79,907,4,1,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-01,214,36,178,0,0,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-02,227,46,181,13,10,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-03,227,45,182,0,-1,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-04,228,45,183,1,0,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-05,231,46,185,3,1,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-06,231,43,188,0,-3,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-07,245,43,202,14,0,14
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-08,262,52,210,17,9,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-09,266,55,211,4,3,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-10,267,47,220,1,-8,9
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-11,269,49,220,2,2,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-12,273,45,228,4,-4,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-13,281,50,231,8,5,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-14,281,47,234,0,-3,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-15,290,53,237,9,6,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-16,297,45,252,7,-8,15
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-17,305,53,252,8,8,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-18,308,55,253,3,2,1
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-19,309,49,260,1,-6,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-20,314,47,267,5,-2,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-21,324,55,269,10,8,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-22,333,54,279,9,-1,10
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-23,334,55,279,1,1,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-24,338,55,283,4,0,4
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-25,343,52,291,5,-3,8
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-26,344,42,302,1,-10,11
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-27,348,39,309,4,-3,7
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-28,348,36,312,0,-3,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-29,350,35,315,2,-1,3
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-30,353,34,319,3,-1,4
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,3175031001,2020-10-31,356,35,321,3,1,2
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,3175031004,2020-10-01,176,14,162,0,0,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,3175031004,2020-10-02,181,19,162,5,5,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,3175031004,2020-10-03,182,20,162,1,1,0
DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,3175031004,2020-10-04,185,22,163,3,2,1
